CODUBI,DEPUBI,PROVUBI,DISTUBI
"50609","AYACUCHO","LUCANAS","LEONCIO PRADO"
"50610","AYACUCHO","LUCANAS","LLAUTA"
"50611","AYACUCHO","LUCANAS","LUCANAS"
"50612","AYACUCHO","LUCANAS","OCAÑA"
"50613","AYACUCHO","LUCANAS","OTOCA"
"50614","AYACUCHO","LUCANAS","SAISA"
"50615","AYACUCHO","LUCANAS","SAN CRISTOBAL"
"50616","AYACUCHO","LUCANAS","SAN JUAN"
"50617","AYACUCHO","LUCANAS","SAN PEDRO"
"50618","AYACUCHO","LUCANAS","SAN PEDRO DE PALCO"
"50619","AYACUCHO","LUCANAS","SANCOS"
"50620","AYACUCHO","LUCANAS","SANTA ANA DE HUAYCAHUACHO"
"50621","AYACUCHO","LUCANAS","SANTA LUCIA"
"50701","AYACUCHO","PARINACOCHAS","CORACORA"
"50702","AYACUCHO","PARINACOCHAS","CHUMPI"
"50703","AYACUCHO","PARINACOCHAS","CORONEL CASTAÑEDA"
"50704","AYACUCHO","PARINACOCHAS","PACAPAUSA"
"50705","AYACUCHO","PARINACOCHAS","PULLO"
"50706","AYACUCHO","PARINACOCHAS","PUYUSCA"
"50707","AYACUCHO","PARINACOCHAS","SAN FRANCISCO DE RAVACAYCO"
"50708","AYACUCHO","PARINACOCHAS","UPAHUACHO"
"50801","AYACUCHO","PAUCAR DEL SARA SARA","PAUSA"
"50802","AYACUCHO","PAUCAR DEL SARA SARA","COLTA"
"50803","AYACUCHO","PAUCAR DEL SARA SARA","CORCULLA"
"50804","AYACUCHO","PAUCAR DEL SARA SARA","LAMPA"
"50805","AYACUCHO","PAUCAR DEL SARA SARA","MARCABAMBA"
"50806","AYACUCHO","PAUCAR DEL SARA SARA","OYOLO"
"50807","AYACUCHO","PAUCAR DEL SARA SARA","PARARCA"
"50808","AYACUCHO","PAUCAR DEL SARA SARA","SAN JAVIER DE ALPABAMBA"
"50809","AYACUCHO","PAUCAR DEL SARA SARA","SAN JOSE DE USHUA"
"50810","AYACUCHO","PAUCAR DEL SARA SARA","SARA SARA"
"50901","AYACUCHO","SUCRE","QUEROBAMBA"
"50902","AYACUCHO","SUCRE","BELEN"
"50903","AYACUCHO","SUCRE","CHALCOS"
"50904","AYACUCHO","SUCRE","CHILCAYOC"
"50905","AYACUCHO","SUCRE","HUACAÑA"
"50906","AYACUCHO","SUCRE","MORCOLLA"
"50907","AYACUCHO","SUCRE","PAICO"
"50908","AYACUCHO","SUCRE","SAN PEDRO DE LARCAY"
"50909","AYACUCHO","SUCRE","SAN SALVADOR DE QUIJE"
"50910","AYACUCHO","SUCRE","SANTIAGO DE PAUCARAY"
"50911","AYACUCHO","SUCRE","SORAS"
"51001","AYACUCHO","VICTOR FAJARDO","HUANCAPI"
"51002","AYACUCHO","VICTOR FAJARDO","ALCAMENCA"
"51003","AYACUCHO","VICTOR FAJARDO","APONGO"
"51004","AYACUCHO","VICTOR FAJARDO","ASQUIPATA"
"51005","AYACUCHO","VICTOR FAFARDO","CANARIA"
"51006","AYACUCHO","VICTOR FAJARDO","CAYARA"
"51007","AYACUCHO","VICTOR FAJARDO","COLCA"
"51008","AYACUCHO","VICTOR FAJARDO","HUAMANQUIQUIA"
"51009","AYACUCHO","VICTOR FAJARDO","HUANCARAYLLA"
"51010","AYACUCHO","VICTOR FAJARDO","HUAYA"
"51011","AYACUCHO","VICTOR FAJARDO","SARHUA"
"51012","AYACUCHO","VICTOR FAJARDO","VILCANCHOS"
"51101","AYACUCHO","VILCAS HUAMAN","VILCAS HUAMAN"
"51102","AYACUCHO","VILCAS HUAMAN","ACCOMARCA"
"51103","AYACUCHO","VILCAS HUAMAN","CARHUANCA"
"51104","AYACUCHO","VILCAS HUAMAN","CONCEPCION"
"51105","AYACUCHO","VILCAS HUAMAN","HUAMBALPA"
"51106","AYACUCHO","VILCAS HUAMAN","INDEPENDENCIA"
"51107","AYACUCHO","VILCAS HUAMAN","SAURAMA"
"51108","AYACUCHO","VILCAS HUAMAN","VISCHONGO"
"60101","CAJAMARCA","CAJAMARCA","CAJAMARCA"
"60102","CAJAMARCA","CAJAMARCA","ASUNCION"
"60103","CAJAMARCA","CAJAMARCA","CHETILLA"
"60104","CAJAMARCA","CAJAMARCA","COSPAN"
"60105","CAJAMARCA","CAJAMARCA","ENCAÑADA"
"60106","CAJAMARCA","CAJAMARCA","JESUS"
"60107","CAJAMARCA","CAJAMARCA","LLACANORA"
"60108","CAJAMARCA","CAJAMARCA","LOS BAÑOS DEL INCA"
"60109","CAJAMARCA","CAJAMARCA","MAGDALENA"
"60110","CAJAMARCA","CAJAMARCA","MATARA"
"60111","CAJAMARCA","CAJAMARCA","NAMORA"
"60112","CAJAMARCA","CAJAMARCA","SAN JUAN"
"60201","CAJAMARCA","CAJABAMBA","CAJABAMBA"
"60202","CAJAMARCA","CAJABAMBA","CACHACHI"
"60203","CAJAMARCA","CAJABAMBA","CONDEBAMBA"
"60204","CAJAMARCA","CAJABAMBA","SITACOCHA"
"60301","CAJAMARCA","CELENDIN","CELENDIN"
"60302","CAJAMARCA","CELENDIN","CHUMUCH"
"60303","CAJAMARCA","CELENDIN","CORTEGANA"
"60304","CAJAMARCA","CELENDIN","HUASMIN"
"60305","CAJAMARCA","CELENDIN","JORGE CHAVEZ"
"60306","CAJAMARCA","CELENDIN","JOSE GALVEZ"
"60307","CAJAMARCA","CELENDIN","MIGUEL IGLESIAS"
"60308","CAJAMARCA","CELENDIN","OXAMARCA"
"60309","CAJAMARCA","CELENDIN","SOROCHUCO"
"60310","CAJAMARCA","CELENDIN","SUCRE"
"60311","CAJAMARCA","CELENDIN","UTCO"
"60312","CAJAMARCA","CELENDIN","LA LIBERTAD DE PALLAN"
"60401","CAJAMARCA","CHOTA","CHOTA"
"60402","CAJAMARCA","CHOTA","ANGUIA"
"60403","CAJAMARCA","CHOTA","CHADIN"
"60404","CAJAMARCA","CHOTA","CHIGUIRIP"
"60405","CAJAMARCA","CHOTA","CHIMBAN"
"60406","CAJAMARCA","CHOTA","CHOROPAMPA"
"60407","CAJAMARCA","CHOTA","COCHABAMBA"
"60408","CAJAMARCA","CHOTA","CONCHAN"
"60409","CAJAMARCA","CHOTA","HUAMBOS"
"60410","CAJAMARCA","CHOTA","LAJAS"
"60411","CAJAMARCA","CHOTA","LLAMA"
"60412","CAJAMARCA","CHOTA","MIRACOSTA"
"60413","CAJAMARCA","CHOTA","PACCHA"
"60414","CAJAMARCA","CHOTA","PION"
"60415","CAJAMARCA","CHOTA","QUEROCOTO"
"60416","CAJAMARCA","CHOTA","SAN JUAN DE LICUPIS"
"60417","CAJAMARCA","CHOTA","TACABAMBA"
"60418","CAJAMARCA","CHOTA","TOCMOCHE"
"60419","CAJAMARCA","CHOTA","CHALAMARCA"
"60501","CAJAMARCA","CONTUMAZA","CONTUMAZA"
"60502","CAJAMARCA","CONTUMAZA","CHILETE"
"60503","CAJAMARCA","CONTUMAZA","CUPISNIQUE"
"60504","CAJAMARCA","CONTUMAZA","GUZMANGO"
"60505","CAJAMARCA","CONTUMAZA","SAN BENITO"
"60506","CAJAMARCA","CONTUMAZA","SANTA CRUZ DE TOLED"
"60507","CAJAMARCA","CONTUMAZA","TANTARICA"
"60508","CAJAMARCA","CONTUMAZA","YONAN"
"60601","CAJAMARCA","CUTERVO","CUTERVO"
"60602","CAJAMARCA","CUTERVO","CALLAYUC"
"60603","CAJAMARCA","CUTERVO","CHOROS"
"60604","CAJAMARCA","CUTERVO","CUJILLO"
"60605","CAJAMARCA","CUTERVO","LA RAMADA"
"60606","CAJAMARCA","CUTERVO","PIMPINGOS"
"60607","CAJAMARCA","CUTERVO","QUEROCOTILLO"
"60608","CAJAMARCA","CUTERVO","SAN ANDRES DE CUTERVO"
"60609","CAJAMARCA","CUTERVO","SAN JUAN DE CUTERVO"
"60610","CAJAMARCA","CUTERVO","SAN LUIS DE LUCMA"
"60611","CAJAMARCA","CUTERVO","SANTA CRUZ"
"60612","CAJAMARCA","CUTERVO","SANTO DOMINGO DE LA CAPILLA"
"60613","CAJAMARCA","CUTERVO","SANTO TOMAS"
"60614","CAJAMARCA","CUTERVO","SOCOTA"
"60615","CAJAMARCA","CUTERVO","TORIBIO CASANOVA"
"60701","CAJAMARCA","HUALGAYOC","BAMBAMARCA"
"60702","CAJAMARCA","HUALGAYOC","CHUGUR"
"60703","CAJAMARCA","HUALGAYOC","HUALGAYOC"
"60801","CAJAMARCA","JAEN","JAEN"
"60802","CAJAMARCA","JAEN","BELLAVISTA"
"60803","CAJAMARCA","JAEN","CHONTALI"
"60804","CAJAMARCA","JAEN","COLASAY"
"60805","CAJAMARCA","JAEN","HUABAL"
"60806","CAJAMARCA","JAEN","LAS PIRIAS"
"60807","CAJAMARCA","JAEN","POMAHUACA"
"60808","CAJAMARCA","JAEN","PUCARA"
"60809","CAJAMARCA","JAEN","SALLIQUE"
"60810","CAJAMARCA","JAEN","SAN FELIPE"
"60811","CAJAMARCA","JAEN","SAN JOSE DEL ALTO"
"60812","CAJAMARCA","JAEN","SANTA ROSA"
"60901","CAJAMARCA","SAN IGNACIO","SAN IGNACIO"
"60902","CAJAMARCA","SAN IGNACIO","CHIRINOS"
"60903","CAJAMARCA","SAN IGNACIO","HUARANGO"
"60904","CAJAMARCA","SAN IGNACIO","LA COIPA"
"60905","CAJAMARCA","SAN IGNACIO","NAMBALLE"
"60906","CAJAMARCA","SAN IGNACIO","SAN JOSE DE LOURDES"
"60907","CAJAMARCA","SAN IGNACIO","TABACONAS"
"61001","CAJAMARCA","SAN MARCOS","PEDRO GALVEZ"
"61002","CAJAMARCA","SAN MARCOS","CHANCAY"
"61003","CAJAMARCA","SAN MARCOS","EDUARDO VILLANUEVA"
"61004","CAJAMARCA","SAN MARCOS","GREGORIO PITA"
"61005","CAJAMARCA","SAN MARCOS","ICHOCAN"
"61006","CAJAMARCA","SAN MARCOS","JOSE MANUEL QUIROZ"
"61007","CAJAMARCA","SAN MARCOS","JOSE SABOGAL"
"61101","CAJAMARCA","SAN MIGUEL","SAN MIGUEL"
"61102","CAJAMARCA","SAN MIGUEL","BOLIVAR"
"61103","CAJAMARCA","SAN MIGUEL","CALQUIS"
"61104","CAJAMARCA","SAN MIGUEL","CATILLUC"
"61105","CAJAMARCA","SAN MIGUEL","EL PRADO"
"61106","CAJAMARCA","SAN MIGUEL","LA FLORIDA"
"61107","CAJAMARCA","SAN MIGUEL","LLAPA"
"61108","CAJAMARCA","SAN MIGUEL","NANCHOC"
"61109","CAJAMARCA","SAN MIGUEL","NIEPOS"
"61110","CAJAMARCA","SAN MIGUEL","SAN GREGORIO"
"61111","CAJAMARCA","SAN MIGUEL","SAN SILVESTRE DE COCHAN"
"61112","CAJAMARCA","SAN MIGUEL","TONGOD"
"61113","CAJAMARCA","SAN MIGUEL","UNION AGUA BLANCA"
"61201","CAJAMARCA","SAN PABLO","SAN PABLO"
"61202","CAJAMARCA","SAN PABLO","SAN BERNARDINO"
"61203","CAJAMARCA","SAN PABLO","SAN LUIS"
"61204","CAJAMARCA","SAN PABLO","TUMBADEN"
"61301","CAJAMARCA","SANTA CRUZ","SANTA CRUZ"
"61302","CAJAMARCA","SANTA CRUZ","ANDABAMBA"
"61303","CAJAMARCA","SANTA CRUZ","CATACHE"
"61304","CAJAMARCA","SANTA CRUZ","CHANCAYBAÑOS"
"61305","CAJAMARCA","SANTA CRUZ","LA ESPERANZA"
"61306","CAJAMARCA","SANTA CRUZ","NINABAMBA"
"61307","CAJAMARCA","SANTA CRUZ","PULAN"
"61308","CAJAMARCA","SANTA CRUZ","SAUCEPAMPA"
"61309","CAJAMARCA","SANTA CRUZ","SEXI"
"61310","CAJAMARCA","SANTA CRUZ","UTICYACU"
"61311","CAJAMARCA","SANTA CRUZ","YAUYUCAN"
"70101","CALLAO","CALLAO","CALLAO"
"70102","CALLAO","CALLAO","BELLAVISTA"
"70103","CALLAO","CALLAO","CARMEN DE LA LEGUA REYNOSO"
"70104","CALLAO","CALLAO","LA PERLA"
"70105","CALLAO","CALLAO","LA PUNTA"
"70106","CALLAO","CALLAO","VENTANILLA"
"80101","CUSCO","CUSCO","CUSCO"
"80102","CUSCO","CUSCO","CCORCA"
"80103","CUSCO","CUSCO","POROY"
"80104","CUSCO","CUSCO","SAN JERONIMO"
"80105","CUSCO","CUSCO","SAN SEBASTIAN"
"80106","CUSCO","CUSCO","SANTIAGO"
"80107","CUSCO","CUSCO","SAYLLA"
"80108","CUSCO","CUSCO","WANCHAQ"
"80201","CUSCO","ACOMAYO","ACOMAYO"
"80202","CUSCO","ACOMAYO","ACOPIA"
"80203","CUSCO","ACOMAYO","ACOS"
"80204","CUSCO","ACOMAYO","MOSOC LLACTA"
"80205","CUSCO","ACOMAYO","POMACANCHI"
"80206","CUSCO","ACOMAYO","RONDOCAN"
"80207","CUSCO","ACOMAYO","SANGARARA"
"80301","CUSCO","ANTA","ANTA"
"80302","CUSCO","ANTA","ANCAHUASI"
"80303","CUSCO","ANTA","CACHIMAYO"
"80304","CUSCO","ANTA","CHINCHAYPUJIO"
"80305","CUSCO","ANTA","HUAROCONDO"
"80306","CUSCO","ANTA","LIMATAMBO"
"80307","CUSCO","ANTA","MOLLEPATA"
"80308","CUSCO","ANTA","PUCYURA"
"80309","CUSCO","ANTA","ZURITE"
"80401","CUSCO","CALCA","CALCA"
"80402","CUSCO","CALCA","COYA"
"80403","CUSCO","CALCA","LAMAY"
"80404","CUSCO","CALCA","LARES"
"80405","CUSCO","CALCA","PISAC"
"80406","CUSCO","CALCA","SAN SALVADOR"
"80407","CUSCO","CALCA","TARAY"
"80408","CUSCO","CALCA","YANATILE"
"80501","CUSCO","CANAS","YANAOCA"
"80502","CUSCO","CANAS","CHECCA"
"80503","CUSCO","CANAS","KUNTURKANKI"
"80504","CUSCO","CANAS","LANGUI"
"80505","CUSCO","CANAS","LAYO"
"80506","CUSCO","CANAS","PAMPAMARCA"
"80507","CUSCO","CANAS","QUEHUE"
"80508","CUSCO","CANAS","TUPAC AMARU"
"80601","CUSCO","CANCHIS","SICUANI"
"80602","CUSCO","CANCHIS","CHECACUPE"
"80603","CUSCO","CANCHIS","COMBAPATA"
"80604","CUSCO","CANCHIS","MARANGANI"
"80605","CUSCO","CANCHIS","PITUMARCA"
"80606","CUSCO","CANCHIS","SAN PABLO"
"80607","CUSCO","CANCHIS","SAN PEDRO"
"80608","CUSCO","CANCHIS","TINTA"
"80701","CUSCO","CHUMBIVILCAS","SANTO TOMAS"
"80702","CUSCO","CHUMBIVILCAS","CAPACMARCA"
"80703","CUSCO","CHUMBIVILCAS","CHAMACA"
"80704","CUSCO","CHUMBIVILCAS","COLQUEMARCA"
"80705","CUSCO","CHUMBIVILCAS","LIVITACA"
"80706","CUSCO","CHUMBIVILCAS","LLUSCO"
"80707","CUSCO","CHUMBIVILCAS","QUIÑOTA"
"80708","CUSCO","CHUMBIVILCAS","VELILLE"
"80801","CUSCO","ESPINAR","ESPINAR"
"80802","CUSCO","ESPINAR","CONDOROMA"
"80803","CUSCO","ESPINAR","COPORAQUE"
"80804","CUSCO","ESPINAR","OCORURO"
"80805","CUSCO","ESPINAR","PALLPATA"
"80806","CUSCO","ESPINAR","PICHIGUA"
"80807","CUSCO","ESPINAR","SUYCKUTAMBO"
"80808","CUSCO","ESPINAR","ALTO PICHIGUA"
"80901","CUSCO","LA CONVENCION","SANTA ANA"
"80902","CUSCO","LA CONVENCION","ECHARATE"
"80903","CUSCO","LA CONVENCION","HUAYOPATA"
"80904","CUSCO","LA CONVENCION","MARANURA"
"80905","CUSCO","LA CONVENCION","OCOBAMBA"
"80906","CUSCO","LA CONVENCION","QUELLOUNO"
"80907","CUSCO","LA CONVENCION","KIMBIRI"
"80908","CUSCO","LA CONVENCION","SANTA TERESA"
"80909","CUSCO","LA CONVENCION","VILCABAMBA"
"80910","CUSCO","LA CONVENCION","PICHARI"
"81001","CUSCO","PARURO","PARURO"
"81002","CUSCO","PARURO","ACCHA"
"81003","CUSCO","PARURO","CCAPI"
"81004","CUSCO","PARURO","COLCHA"
"81005","CUSCO","PARURO","HUANOQUITE"
"81006","CUSCO","PARURO","OMACHA"
"81007","CUSCO","PARURO","PACCARITAMBO"
"81008","CUSCO","PARURO","PILLPINTO"
"81009","CUSCO","PARURO","YAURISQUE"
"81101","CUSCO","PAUCARTAMBO","PAUCARTAMBO"
"81102","CUSCO","PAUCARTAMBO","CAICAY"
"81103","CUSCO","PAUCARTAMBO","CHALLABAMBA"
"81104","CUSCO","PAUCARTAMBO","COLQUEPATA"
"81105","CUSCO","PAUCARTAMBO","HUANCARANI"
"81106","CUSCO","PAUCARTAMBO","KOSÑIPATA"
"81201","CUSCO","QUISPICANCHI","URCOS"
"81202","CUSCO","QUISPICANCHI","ANDAHUAYLILLAS"
"81203","CUSCO","QUISPICANCHI","CAMANTI"
"81204","CUSCO","QUISPICANCHI","CCARHUAYO"
"81205","CUSCO","QUISPICANCHI","CCATCA"
"81206","CUSCO","QUISPICANCHI","CUSIPATA"
"81207","CUSCO","QUISPICANCHI","HUARO"
"81208","CUSCO","QUISPICANCHI","LUCRE"
"81209","CUSCO","QUISPICANCHI","MARCAPATA"
"81210","CUSCO","QUISPICANCHI","OCONGATE"
"81211","CUSCO","QUISPICANCHI","OROPESA"
"81212","CUSCO","QUISPICANCHI","QUIQUIJANA"
"81301","CUSCO","URUBAMBA","URUBAMBA"
"81302","CUSCO","URUBAMBA","CHINCHERO"
"81303","CUSCO","URUBAMBA","HUAYLLABAMBA"
"81304","CUSCO","URUBAMBA","MACHUPICCHU"
"81305","CUSCO","URUBAMBA","MARAS"
"81306","CUSCO","URUBAMBA","OLLANTAYTAMBO"
"81307","CUSCO","URUBAMBA","YUCAY"
"90101","HUANCAVELICA","HUANCAVELICA","HUANCAVELICA"
"90102","HUANCAVELICA","HUANCAVELICA","ACOBAMBILLA"
"90103","HUANCAVELICA","HUANCAVELICA","ACORIA"
"90104","HUANCAVELICA","HUANCAVELICA","CONAYCA"
"90105","HUANCAVELICA","HUANCAVELICA","CUENCA"
"90106","HUANCAVELICA","HUANCAVELICA","HUACHOCOLPA"
"90107","HUANCAVELICA","HUANCAVELICA","HUAYLLAHUARA"
"90108","HUANCAVELICA","HUANCAVELICA","IZCUCHACA"
"90109","HUANCAVELICA","HUANCAVELICA","LARIA"
"90110","HUANCAVELICA","HUANCAVELICA","MANTA"
"90111","HUANCAVELICA","HUANCAVELICA","MARISCAL CACERES"
"90112","HUANCAVELICA","HUANCAVELICA","MOYA"
"90113","HUANCAVELICA","HUANCAVELICA","NUEVO OCCORO"
"90114","HUANCAVELICA","HUANCAVELICA","PALCA"
"90115","HUANCAVELICA","HUANCAVELICA","PILCHACA"
"90116","HUANCAVELICA","HUANCAVELICA","VILCA"
"90117","HUANCAVELICA","HUANCAVELICA","YAULI"
"90118","HUANCAVELICA","HUANCAVELICA","ASCENSION"
"90119","HUANCAVELICA","HUANCAVELICA","HUANDO"
"90201","HUANCAVELICA","ACOBAMBA","ACOBAMBA"
"90202","HUANCAVELICA","ACOBAMBA","ANDABAMBA"
"90203","HUANCAVELICA","ACOBAMBA","ANTA"
"90204","HUANCAVELICA","ACOBAMBA","CAJA"
"90205","HUANCAVELICA","ACOBAMBA","MARCAS"
"90206","HUANCAVELICA","ACOBAMBA","PAUCARA"
"90207","HUANCAVELICA","ACOBAMBA","POMACOCHA"
"90208","HUANCAVELICA","ACOBAMBA","ROSARIO"
"90301","HUANCAVELICA","ANGARAES","LIRCAY"
"90302","HUANCAVELICA","ANGARAES","ANCHONGA"
"90303","HUANCAVELICA","ANGARAES","CALLANMARCA"
"90304","HUANCAVELICA","ANGARAES","CCOCHACCASA"
"90305","HUANCAVELICA","ANGARAES","CHINCHO"
"90306","HUANCAVELICA","ANGARAES","CONGALLA"
"90307","HUANCAVELICA","ANGARAES","HUANCA-HUANCA"
"90308","HUANCAVELICA","ANGARAES","HUAYLLAY GRANDE"
"90309","HUANCAVELICA","ANGARAES","JULCAMARCA"
"90310","HUANCAVELICA","ANGARAES","SAN ANTONIO DE ANTAPARCO"
"90311","HUANCAVELICA","ANGARAES","SANTO TOMAS DE PATA"
"90312","HUANCAVELICA","ANGARAES","SECCLLA"
"90401","HUANCAVELICA","CASTROVIRREYNA","CASTROVIRREYNA"
"90402","HUANCAVELICA","CASTROVIRREYNA","ARMA"
"90403","HUANCAVELICA","CASTROVIRREYNA","AURAHUA"
"90404","HUANCAVELICA","CASTROVIRREYNA","CAPILLAS"
"90405","HUANCAVELICA","CASTROVIRREYNA","CHUPAMARCA"
"90406","HUANCAVELICA","CASTROVIRREYNA","COCAS"
"90407","HUANCAVELICA","CASTROVIRREYNA","HUACHOS"
"90408","HUANCAVELICA","CASTROVIRREYNA","HUAMATAMBO"
"90409","HUANCAVELICA","CASTROVIRREYNA","MOLLEPAMPA"
"90410","HUANCAVELICA","CASTROVIRREYNA","SAN JUAN"
"90411","HUANCAVELICA","CASTROVIRREYNA","SANTA ANA"
"90412","HUANCAVELICA","CASTROVIRREYNA","TANTARA"
"90413","HUANCAVELICA","CASTROVIRREYNA","TICRAPO"
"90501","HUANCAVELICA","CHURCAMPA","CHURCAMPA"
"90502","HUANCAVELICA","CHURCAMPA","ANCO"
"90503","HUANCAVELICA","CHURCAMPA","CHINCHIHUASI"
"90504","HUANCAVELICA","CHURCAMPA","EL CARMEN"
"90505","HUANCAVELICA","CHURCAMPA","LA MERCED"
"90506","HUANCAVELICA","CHURCAMPA","LOCROJA"
"90507","HUANCAVELICA","CHURCAMPA","PAUCARBAMBA"
"90508","HUANCAVELICA","CHURCAMPA","SAN MIGUEL DE MAYOCC"
"90509","HUANCAVELICA","CHURCAMPA","SAN PEDRO DE CORIS"
"90510","HUANCAVELICA","CHURCAMPA","PACHAMARCA"
"90601","HUANCAVELICA","HUAYTARA","HUAYTARA"
"90602","HUANCAVELICA","HUAYTARA","AYAVI"
"90603","HUANCAVELICA","HUAYTARA","CORDOVA"
"90604","HUANCAVELICA","HUAYTARA","HUAYACUNDO ARMA"
"90605","HUANCAVELICA","HUAYTARA","LARAMARCA"
"90606","HUANCAVELICA","HUAYTARA","OCOYO"
"90607","HUANCAVELICA","HUAYTARA","PILPICHACA"
"90608","HUANCAVELICA","HUAYTARA","QUERCO"
"90609","HUANCAVELICA","HUAYTARA","QUITO-ARMA"
"90610","HUANCAVELICA","HUAYTARA","SAN ANTONIO DE CUSICANCHA"
"90611","HUANCAVELICA","HUAYTARA","SAN FRANCISCO DE SANGAYAICO"
"90612","HUANCAVELICA","HUAYTARA","SAN ISIDRO"
"90613","HUANCAVELICA","HUAYTARA","SANTIAGO DE CHOCORVOS"
"90614","HUANCAVELICA","HUAYTARA","SANTIAGO DE QUIRAHUARA"
"90615","HUANCAVELICA","HUAYTARA","SANTO DOMINGO DE CAPILLAS"
"90616","HUANCAVELICA","HUAYTARA","TAMBO"
"90701","HUANCAVELICA","TAYACAJA","PAMPAS"
"90702","HUANCAVELICA","TAYACAJA","ACOSTAMBO"
"90703","HUANCAVELICA","TAYACAJA","ACRAQUIA"
"90704","HUANCAVELICA","TAYACAJA","AHUAYCHA"
"90705","HUANCAVELICA","TAYACAJA","COLCABAMBA"
"90706","HUANCAVELICA","TAYACAJA","DANIEL HERNANDEZ"
"90707","HUANCAVELICA","TAYACAJA","HUACHOCOLPA"
"90709","HUANCAVELICA","TAYACAJA","HUARIBAMBA"
"90710","HUANCAVELICA","TAYACAJA","ÑAHUIMPUQUIO"
"90711","HUANCAVELICA","TAYACAJA","PAZOS"
"90713","HUANCAVELICA","TAYACAJA","QUISHUAR"
"90714","HUANCAVELICA","TAYACAJA","SALCABAMBA"
"90715","HUANCAVELICA","TAYACAJA","SALCAHUASI"
"90716","HUANCAVELICA","TAYACAJA","SAN MARCOS DE ROCCHAC"
"90717","HUANCAVELICA","TAYACAJA","SURCUBAMBA"
"90718","HUANCAVELICA","TAYACAJA","TINTAY PUNCU"
"100101","HUANUCO","HUANUCO","HUANUCO"
"100102","HUANUCO","HUANUCO","AMARILIS"
"100103","HUANUCO","HUANUCO","CHINCHAO"
"100104","HUANUCO","HUANUCO","CHURUBAMBA"
"100105","HUANUCO","HUANUCO","MARGOS"
"100106","HUANUCO","HUANUCO","QUISQUI"
"100107","HUANUCO","HUANUCO","SAN FRANCISCO DE CAYRAN"
"100108","HUANUCO","HUANUCO","SAN PEDRO DE CHAULAN"
"100109","HUANUCO","HUANUCO","SANTA MARIA DEL VALLE"
"100110","HUANUCO","HUANUCO","YARUMAYO"
"100111","HUANUCO","HUANUCO","PILLCO MARCA"
"100201","HUANUCO","AMBO","AMBO"
"100202","HUANUCO","AMBO","CAYNA"
"100203","HUANUCO","AMBO","COLPAS"
"100204","HUANUCO","AMBO","CONCHAMARCA"
"100205","HUANUCO","AMBO","HUACAR"
"100206","HUANUCO","AMBO","SAN FRANCISCO"
"100207","HUANUCO","AMBO","SAN RAFAEL"
"100208","HUANUCO","AMBO","TOMAY KICHWA"
"100301","HUANUCO","DOS DE MAYO","LA UNION"
"100307","HUANUCO","DOS DE MAYO","CHUQUIS"
"100311","HUANUCO","DOS DE MAYO","MARIAS"
"100313","HUANUCO","DOS DE MAYO","PACHAS"
"100316","HUANUCO","DOS DE MAYO","QUIVILLA"
"100317","HUANUCO","DOS DE MAYO","RIPAN"
"100321","HUANUCO","DOS DE MAYO","SHUNQUI"
"100322","HUANUCO","DOS DE MAYO","SILLAPATA"
"100323","HUANUCO","DOS DE MAYO","YANAS"
"100401","HUANUCO","HUACAYBAMBA","HUACAYBAMBA"
"100402","HUANUCO","HUACAYBAMBA","CANCHABAMBA"
"100403","HUANUCO","HUACAYBAMBA","COCHABAMBA"
"100404","HUANUCO","HUACAYBAMBA","PINRA"
"100501","HUANUCO","HUAMALIES","LLATA"
"100502","HUANUCO","HUAMALIES","ARANCAY"
"100503","HUANUCO","HUAMALIES","CHAVIN DE PARIARCA"
"100504","HUANUCO","HUAMALIES","JACAS GRANDE"
"100505","HUANUCO","HUAMALIES","JIRCAN"
"100506","HUANUCO","HUAMALIES","MIRAFLORES"
"100507","HUANUCO","HUAMALIES","MONZON"
"100508","HUANUCO","HUAMALIES","PUNCHAO"
"100509","HUANUCO","HUAMALIES","PUÑOS"
"100510","HUANUCO","HUAMALIES","SINGA"
"100511","HUANUCO","HUAMALIES","TANTAMAYO"
"100601","HUANUCO","LEONCIO PRADO","RUPA-RUPA"
"100602","HUANUCO","LEONCIO PRADO","DANIEL ALOMIAS ROBLES"
"100603","HUANUCO","LEONCIO PRADO","HERMILIO VALDIZAN"
"100604","HUANUCO","LEONCIO PRADO","JOSE CRESPO Y CASTILLO"
"100605","HUANUCO","LEONCIO PRADO","LUYANDO"
"100606","HUANUCO","LEONCIO PRADO","MARIANO DAMASO BERAUN"
"100701","HUANUCO","MARAÑON","HUACRACHUCO"
"100702","HUANUCO","MARAÑON","CHOLON"
"100703","HUANUCO","MARAÑON","SAN BUENAVENTURA"
"100801","HUANUCO","PACHITEA","PANAO"
"100802","HUANUCO","PACHITEA","CHAGLLA"
"100803","HUANUCO","PACHITEA","MOLINO"
"100804","HUANUCO","PACHITEA","UMARI"
"100901","HUANUCO","PUERTO INCA","PUERTO INCA"
"100902","HUANUCO","PUERTO INCA","CODO DEL POZUZO"
"100903","HUANUCO","PUERTO INCA","HONORIA"
"100904","HUANUCO","PUERTO INCA","TOURNAVISTA"
"100905","HUANUCO","PUERTO INCA","YUYAPICHIS"
"101001","HUANUCO","LAURICOCHA","JESUS"
"101002","HUANUCO","LAURICOCHA","BAÑOS"
"101003","HUANUCO","LAURICOCHA","JIVIA"
"101004","HUANUCO","LAURICOCHA","QUEROPALCA"
